doc_id,product_id,aspect_name,overall_sentiment,mentions_total,mentions_positive,mentions_negative,summary_text,doc_type,snippet_1_highlight,snippet_1_text,snippet_2_highlight,snippet_2_text,snippet_3_highlight,snippet_3_text
7ea4c7a4-1232-4ede-aeda-de51c05361f5,B07L8LTS3J,Quality,Mixed,219,494,725,"Customers have mixed opinions about the headphones' quality, with some finding them amazing and durable, while others note that the plastics are cheap.",aspect_summary,body quality ok,"""Sound quality very good and amazing ... body quality ok ! Need to be carefully handled""",not cheap at all,"""...Sound quality is decent in these but it's not cheap at all , tho i would say the durability is below average in these, but it's totally fine for an...""",Good Handphone,""" Good Handphone also sounds quality also decent. But Price was very very High this product should be 250-300rs hona chaheye."""
40086f07-f450-4835-b2ae-31649f588063,B07L8LTS3J,Sound quality,Mixed,787,350,437,"Customers have mixed opinions about the headphones' sound quality, with some finding it very good while others say it's not that good and not suitable for bass lovers.",aspect_summary,Sound quality very good,""" Sound quality very good and amazing ...body quality ok ! Need to be carefully handled""",bass is so overpowering,"""...these headphones if you expect exceptional clarity, as the bass is so overpowering that it can dampen the the mids and highs a bit....""",Sound quality is decent,"""... Sound quality is decent in these but it's not cheap at all, tho i would say the durability is below average in these, but it's totally fine for an..."""
2fc23e84-71e3-447c-8fd5-732e973b5dfa,B07L8LTS3J,Comfort,Mixed,937,523,414,"Customers have mixed opinions about the headphones' comfort, with some praising the soft ear cushions while others report pain during summer and monsoon seasons.",aspect_summary,very comfortable,"""...a big skull and ears but these fit perfectly on my head and are very comfortable !...""",causes irritation and headache,"""...for long time then dont buy it in long time intervel it causes irritation and headache """,comfy,"""...Flexible , it's really light weight , comfy If you are a beginner then this is best . Sound quality good 👍..."""
1ebc878e-4897-4f2b-a658-42a13b12aaa4,B07L8LTS3J,Bluetooth connectivity,Mixed,866,408,458,"Customers have mixed experiences with the headphones' Bluetooth connectivity: while some report good range and proper operation with both Bluetooth and aux cable, others mention issues with pairing and disconnection.",aspect_summary,no better bluetooth headphone,"""...disadvantages about this headphone, there is literally no better bluetooth headphone available at this price under 1000....""",bit over-ear headphone is quite good,"""...In this price range, a bit over-ear headphone is quite good , although the build quality is not so good, but the sound quality is quite good....""",Not able to pair the device,""" Not able to pair the device with my Samsung M15 phone"""
8827c333-9582-455c-b98c-a58d928e0313,B07L8LTS3J,Connectivity,Mixed,553,286,267,"Customers have mixed experiences with the headphones' connectivity, with some praising the quick connection and insane Bluetooth speed, while others report frequent disconnections, particularly in high traffic areas.",aspect_summary,Connectivity fast,"""...Colour is nice Charging speed is good Connectivity fast ...""",Random disconnection is here and there,"""... Random disconnection is here and there and there is some minor delay - mind it if you are planning to use as gaming headphone , singleplayer is ok...""",very useful dual connectivity,"""Genuinely good sound, clear, very useful dual connectivity ..."""
94b8f94e-0586-4757-9771-fa977ba75c67,B07L8LTS3J,Functionality,Negative,419,390,29,"Customers report significant issues with the headphones' functionality, with multiple customers noting that one side stops working, and some mentioning that the FM feature doesn't work correctly.",aspect_summary,mics did not work,"""...2024 so I bought it again in 2024 and in both of the models, the mics did not work and that's the only drawback of this Headphone.""",stooped working automatically after 2 months,"""It stooped working automatically after 2 months and build quality is very cheap can be broken very easily""",headphones worked well for a month,"""The headphones worked well for a month but after suddenly audio started to break randomly and the headphones stopped working completely...."""
0232f687-f30a-48a3-8219-cec387d08778,B0CGR7XRYW,Battery life,Positive,10,7,3,Customers are satisfied with the headphones' battery life.,aspect_summary,premium build quality,"""Very good sound quality , premium build quality and comfortable for long use""",Battery quality awsm,"""... Battery quality awsm . Value for money. Comfort as well. But still needs to improve a little bit. Like design weight should be more light.""",keeps drain battery,"""...Poor quality headphones that keeps drain battery even when nothing is connected...."""
880d3fae-2898-4d51-8734-f1b7c47f4996,B0CGR7XRYW,Comfort,Positive,5,5,0,"Customers find the headphones comfortable, with one mentioning they fit perfectly around their ears.",aspect_summary,comfortable for long use,"""Very good sound quality , premium build quality and comfortable for long use """,very comfortable to wear,"""And the sound quality seriously sooo good and it’s very comfortable to wear and they look so aesthetic 🫠🫡🤍🤌🏻👍👍🎧...""",Comfort as well,"""...Battery quality awsm. Value for money. Comfort as well . But still needs to improve a little bit. Like design weight should be more light."""
d4b3afeb-e2db-4d95-9c64-9a98fd480b5a,B0CGR7XRYW,Value for money,Positive,4,4,0,Customers find these headphones offer good value for money.,aspect_summary,Value for money,"""...Battery quality awsm. Value for money . Comfort as well. But still needs to improve a little bit. Like design weight should be more light.""",Super value for money,"""* Super value for money *...""",worth the price,"""...For quality and features, they are worth the price !"""
9c66b86a-2e82-49fc-ba9b-c4aa0afe355d,B0CGR7XRYW,Sound quality,Mixed,15,10,5,Customers have mixed opinions about the headphones' sound quality and noise cancellation features.,aspect_summary,Very good sound quality,""" Very good sound quality , premium build quality and comfortable for long use""",heaphones output call quality audio,"""Great product. Sad that when using mic the heaphones output call quality audio """,sound quality seriously sooo good,"""And the sound quality seriously sooo good and it’s very comfortable to wear and they look so aesthetic 🫠🫡🤍🤌🏻👍👍🎧..."""
cab910aa-bb9e-4430-91bc-4ffb74fe2b40,B0CGR7XRYW,Quality,Negative,6,0,6,"Customers report issues with the headphones' quality, describing them as defective and unreliable.",aspect_summary,Poor quality headphones,"""Earcups torn after normal careful use. Poor quality headphones that keeps drain battery even when nothing is connected....""",not reliable,"""...The brand is just not reliable and do not care about their end-users. Save yourself the hassle, do not buy.""",product had a manufacturing defect,"""The product had a manufacturing defect ...."""
cd4d719d-e2b0-48c4-828b-2bd25e031eff,B08TV2P1N8,Quality,Positive,553,914,639,Customers find these earphones to be reliable and solid.,aspect_summary,solid,"""...Overall, it’s a solid , budget-friendly wireless neckband with impressive features""",Satisfied with the product,"""...One of the best neckband under 1000 segment. Must buy!!! Satisfied with the product . But durability can be an issue. Overally great product.""",wear and tear,"""...Worked great. But after 2 years of almost contiguous use , wear and tear ,it stopped working from one side and it still works but I don't use it..."""
8cdf24d2-ae2a-4ea1-9bdf-cdef8a4adef2,B08TV2P1N8,Battery life,Positive,586,680,906,Customers are satisfied with the battery life of these earbuds.,aspect_summary,Battery is great,"""...battery Battery is great , no question about it. It's been 8 day's, I use it everyday and carry it everywhere and still it has 50% battery....""",long battery life,"""...Pro+ is a great choice for anyone looking for powerful sound, long battery life , and comfort at an affordable price....""",power backup are great,"""Sound as well as power backup are great . One of the best neckband under 1000 segment. Must buy!!! Satisfied with the product...."""
215154c3-e4b6-455e-a3dd-ecaf65dc04bd,B08TV2P1N8,Value for money,Positive,129,943,186,"Customers find these headphones worth their price, with one customer noting they are the best neckband under $1000.",aspect_summary,value for money product,"""...Was a great product. I would say this is a value for money product . Worked great....""",value for money purchase,"""...Totally a value for money purchase . Thanks for reading! Regards, Vikrant.""",Free replacement doesn't mean quality is good,"""Replaced free within warranty period. Free replacement doesn't mean quality is good ."""
